path,fake,real
./sample_audio/real_real_216.ogg,0,1
./sample_audio/real_real_217.ogg,0,1
./sample_audio/real_real_218.ogg,0,1
./sample_audio/real_real_219.ogg,0,1
./sample_audio/real_real_220.ogg,0,1
./sample_audio/real_real_221.ogg,0,1
./sample_audio/real_real_222.ogg,0,1
./sample_audio/real_real_223.ogg,0,1
./sample_audio/real_real_224.ogg,0,1
./sample_audio/real_real_225.ogg,0,1
./sample_audio/real_real_226.ogg,0,1
./sample_audio/real_real_227.ogg,0,1
./sample_audio/real_real_228.ogg,0,1
./sample_audio/real_real_229.ogg,0,1
./sample_audio/real_real_230.ogg,0,1
./sample_audio/real_real_231.ogg,0,1
./sample_audio/real_real_232.ogg,0,1
./sample_audio/real_real_233.ogg,0,1
./sample_audio/real_real_234.ogg,0,1
./sample_audio/real_real_235.ogg,0,1
./sample_audio/real_real_236.ogg,0,1
./sample_audio/real_real_237.ogg,0,1
./sample_audio/real_real_238.ogg,0,1
./sample_audio/real_real_239.ogg,0,1
./sample_audio/real_real_240.ogg,0,1
./sample_audio/real_real_241.ogg,0,1
./sample_audio/real_real_242.ogg,0,1
./sample_audio/real_real_243.ogg,0,1
./sample_audio/real_real_244.ogg,0,1
./sample_audio/real_real_245.ogg,0,1
./sample_audio/real_real_246.ogg,0,1
./sample_audio/real_real_247.ogg,0,1
./sample_audio/real_real_248.ogg,0,1
./sample_audio/real_real_249.ogg,0,1
./sample_audio/real_real_250.ogg,0,1
./sample_audio/real_real_251.ogg,0,1
./sample_audio/real_real_252.ogg,0,1
./sample_audio/real_real_253.ogg,0,1
./sample_audio/real_real_254.ogg,0,1
./sample_audio/real_real_255.ogg,0,1
./sample_audio/real_real_256.ogg,0,1
./sample_audio/real_real_257.ogg,0,1
./sample_audio/real_real_258.ogg,0,1
./sample_audio/real_real_259.ogg,0,1
./sample_audio/real_real_260.ogg,0,1
./sample_audio/real_real_261.ogg,0,1
./sample_audio/real_real_262.ogg,0,1
./sample_audio/real_real_263.ogg,0,1
./sample_audio/real_real_264.ogg,0,1
./sample_audio/real_real_265.ogg,0,1
./sample_audio/real_real_266.ogg,0,1
./sample_audio/real_real_267.ogg,0,1
./sample_audio/real_real_268.ogg,0,1
./sample_audio/real_real_269.ogg,0,1
./sample_audio/real_real_270.ogg,0,1
./sample_audio/real_real_271.ogg,0,1
./sample_audio/real_real_272.ogg,0,1
./sample_audio/real_real_273.ogg,0,1
./sample_audio/real_real_274.ogg,0,1
./sample_audio/real_real_275.ogg,0,1
./sample_audio/real_real_276.ogg,0,1
./sample_audio/real_real_277.ogg,0,1
./sample_audio/real_real_278.ogg,0,1
./sample_audio/real_real_279.ogg,0,1
./sample_audio/real_real_280.ogg,0,1
./sample_audio/real_real_281.ogg,0,1
./sample_audio/real_real_282.ogg,0,1
./sample_audio/real_real_283.ogg,0,1
./sample_audio/real_real_284.ogg,0,1
./sample_audio/real_real_285.ogg,0,1
./sample_audio/real_real_286.ogg,0,1
./sample_audio/real_real_287.ogg,0,1
./sample_audio/real_real_288.ogg,0,1
./sample_audio/real_real_289.ogg,0,1
./sample_audio/real_real_290.ogg,0,1
./sample_audio/real_real_291.ogg,0,1
./sample_audio/real_real_292.ogg,0,1
./sample_audio/real_real_293.ogg,0,1
./sample_audio/real_real_294.ogg,0,1
./sample_audio/real_real_295.ogg,0,1
./sample_audio/real_real_296.ogg,0,1
./sample_audio/real_real_297.ogg,0,1
./sample_audio/real_real_298.ogg,0,1
./sample_audio/real_real_299.ogg,0,1
./sample_audio/real_real_300.ogg,0,1
./sample_audio/real_real_301.ogg,0,1
./sample_audio/real_real_302.ogg,0,1
./sample_audio/real_real_303.ogg,0,1
./sample_audio/real_real_304.ogg,0,1
./sample_audio/real_real_305.ogg,0,1
./sample_audio/real_real_306.ogg,0,1
./sample_audio/real_real_307.ogg,0,1
./sample_audio/real_real_308.ogg,0,1
./sample_audio/real_real_309.ogg,0,1
./sample_audio/real_real_310.ogg,0,1
./sample_audio/real_real_311.ogg,0,1
./sample_audio/real_real_312.ogg,0,1
./sample_audio/real_real_313.ogg,0,1
./sample_audio/real_real_314.ogg,0,1
./sample_audio/real_real_315.ogg,0,1
./sample_audio/real_real_316.ogg,0,1
./sample_audio/real_real_317.ogg,0,1
./sample_audio/real_real_318.ogg,0,1
./sample_audio/real_real_319.ogg,0,1
./sample_audio/real_real_320.ogg,0,1
./sample_audio/real_real_321.ogg,0,1
./sample_audio/real_real_322.ogg,0,1
./sample_audio/real_real_323.ogg,0,1
./sample_audio/real_real_324.ogg,0,1
./sample_audio/real_real_325.ogg,0,1
./sample_audio/real_real_326.ogg,0,1
./sample_audio/real_real_327.ogg,0,1
./sample_audio/real_real_328.ogg,0,1
./sample_audio/real_real_329.ogg,0,1
./sample_audio/real_real_330.ogg,0,1
./sample_audio/real_real_331.ogg,0,1
./sample_audio/real_real_332.ogg,0,1
./sample_audio/real_real_333.ogg,0,1
./sample_audio/real_real_334.ogg,0,1
./sample_audio/real_real_335.ogg,0,1
./sample_audio/real_real_336.ogg,0,1
./sample_audio/real_real_337.ogg,0,1
./sample_audio/real_real_338.ogg,0,1
./sample_audio/real_real_339.ogg,0,1
./sample_audio/real_real_340.ogg,0,1
./sample_audio/real_real_341.ogg,0,1
./sample_audio/real_real_342.ogg,0,1
./sample_audio/real_real_343.ogg,0,1
./sample_audio/real_real_344.ogg,0,1
./sample_audio/real_real_345.ogg,0,1
./sample_audio/real_real_346.ogg,0,1
./sample_audio/real_real_347.ogg,0,1
./sample_audio/real_real_348.ogg,0,1
./sample_audio/real_real_349.ogg,0,1
./sample_audio/real_real_350.ogg,0,1
./sample_audio/real_real_351.ogg,0,1
./sample_audio/real_real_352.ogg,0,1
./sample_audio/real_real_353.ogg,0,1
./sample_audio/real_real_354.ogg,0,1
./sample_audio/real_real_355.ogg,0,1
./sample_audio/real_real_356.ogg,0,1
./sample_audio/real_real_357.ogg,0,1
./sample_audio/real_real_358.ogg,0,1
./sample_audio/real_real_359.ogg,0,1
./sample_audio/real_real_360.ogg,0,1
./sample_audio/real_real_361.ogg,0,1
./sample_audio/real_real_362.ogg,0,1
./sample_audio/real_real_363.ogg,0,1
./sample_audio/real_real_364.ogg,0,1
./sample_audio/real_real_365.ogg,0,1
./sample_audio/real_real_366.ogg,0,1
./sample_audio/real_real_367.ogg,0,1
./sample_audio/real_real_368.ogg,0,1
./sample_audio/real_real_369.ogg,0,1
./sample_audio/real_real_370.ogg,0,1
./sample_audio/real_real_371.ogg,0,1
./sample_audio/real_real_372.ogg,0,1
./sample_audio/real_real_373.ogg,0,1
./sample_audio/real_real_374.ogg,0,1
./sample_audio/real_real_375.ogg,0,1
./sample_audio/real_real_376.ogg,0,1
./sample_audio/real_real_377.ogg,0,1
./sample_audio/real_real_378.ogg,0,1
./sample_audio/real_real_379.ogg,0,1
./sample_audio/real_real_380.ogg,0,1
./sample_audio/real_real_381.ogg,0,1
./sample_audio/real_real_382.ogg,0,1
./sample_audio/real_real_383.ogg,0,1
./sample_audio/real_real_384.ogg,0,1
./sample_audio/real_real_385.ogg,0,1
./sample_audio/real_real_386.ogg,0,1
./sample_audio/real_real_387.ogg,0,1
./sample_audio/real_real_388.ogg,0,1
./sample_audio/real_real_389.ogg,0,1
./sample_audio/real_real_390.ogg,0,1
./sample_audio/real_real_391.ogg,0,1
./sample_audio/real_real_392.ogg,0,1
./sample_audio/real_real_393.ogg,0,1
./sample_audio/real_real_394.ogg,0,1
./sample_audio/real_real_395.ogg,0,1
./sample_audio/real_real_396.ogg,0,1
./sample_audio/real_real_397.ogg,0,1
./sample_audio/real_real_398.ogg,0,1
./sample_audio/real_real_399.ogg,0,1
./sample_audio/real_real_400.ogg,0,1
./sample_audio/real_real_401.ogg,0,1
./sample_audio/real_real_402.ogg,0,1
./sample_audio/real_real_403.ogg,0,1
./sample_audio/real_real_404.ogg,0,1
./sample_audio/real_real_405.ogg,0,1
./sample_audio/real_real_406.ogg,0,1
./sample_audio/real_real_407.ogg,0,1
./sample_audio/real_real_408.ogg,0,1
./sample_audio/real_real_409.ogg,0,1
./sample_audio/real_real_410.ogg,0,1
./sample_audio/real_real_411.ogg,0,1
./sample_audio/real_real_412.ogg,0,1
./sample_audio/real_real_413.ogg,0,1
./sample_audio/real_real_414.ogg,0,1
./sample_audio/real_real_415.ogg,0,1
./sample_audio/real_real_416.ogg,0,1
./sample_audio/real_real_417.ogg,0,1
./sample_audio/real_real_418.ogg,0,1
./sample_audio/real_real_419.ogg,0,1
./sample_audio/real_real_420.ogg,0,1
./sample_audio/real_real_421.ogg,0,1
./sample_audio/real_real_422.ogg,0,1
./sample_audio/real_real_423.ogg,0,1
./sample_audio/real_real_424.ogg,0,1
./sample_audio/real_real_425.ogg,0,1
./sample_audio/real_real_426.ogg,0,1
./sample_audio/real_real_427.ogg,0,1
./sample_audio/real_real_428.ogg,0,1
./sample_audio/real_real_429.ogg,0,1
./sample_audio/real_real_430.ogg,0,1
./sample_audio/real_real_431.ogg,0,1
./sample_audio/real_real_432.ogg,0,1
./sample_audio/real_real_433.ogg,0,1
./sample_audio/real_real_434.ogg,0,1
./sample_audio/real_real_435.ogg,0,1
./sample_audio/real_real_436.ogg,0,1
./sample_audio/real_real_437.ogg,0,1
./sample_audio/real_real_438.ogg,0,1
./sample_audio/real_real_439.ogg,0,1
./sample_audio/real_real_440.ogg,0,1
./sample_audio/real_real_441.ogg,0,1
./sample_audio/real_real_442.ogg,0,1
./sample_audio/real_real_443.ogg,0,1
./sample_audio/real_real_444.ogg,0,1
./sample_audio/real_real_445.ogg,0,1
./sample_audio/real_real_446.ogg,0,1
./sample_audio/real_real_447.ogg,0,1
./sample_audio/real_real_448.ogg,0,1
./sample_audio/real_real_449.ogg,0,1
./sample_audio/real_real_450.ogg,0,1
./sample_audio/real_real_451.ogg,0,1
./sample_audio/real_real_452.ogg,0,1
./sample_audio/real_real_453.ogg,0,1
./sample_audio/real_real_454.ogg,0,1
./sample_audio/real_real_455.ogg,0,1
./sample_audio/real_real_456.ogg,0,1
./sample_audio/real_real_457.ogg,0,1
./sample_audio/real_real_458.ogg,0,1
./sample_audio/real_real_459.ogg,0,1
./sample_audio/real_real_460.ogg,0,1
./sample_audio/real_real_461.ogg,0,1
./sample_audio/real_real_462.ogg,0,1
./sample_audio/real_real_463.ogg,0,1
./sample_audio/real_real_464.ogg,0,1
./sample_audio/real_real_465.ogg,0,1
./sample_audio/real_real_466.ogg,0,1
./sample_audio/real_real_467.ogg,0,1
./sample_audio/real_real_468.ogg,0,1
./sample_audio/real_real_469.ogg,0,1
./sample_audio/real_real_470.ogg,0,1
./sample_audio/real_real_471.ogg,0,1
./sample_audio/real_real_472.ogg,0,1
./sample_audio/real_real_473.ogg,0,1
./sample_audio/real_real_474.ogg,0,1
./sample_audio/real_real_475.ogg,0,1
./sample_audio/real_real_476.ogg,0,1
./sample_audio/real_real_477.ogg,0,1
./sample_audio/real_real_478.ogg,0,1
./sample_audio/real_real_479.ogg,0,1
./sample_audio/real_real_480.ogg,0,1
./sample_audio/real_real_481.ogg,0,1
./sample_audio/real_real_482.ogg,0,1
./sample_audio/real_real_483.ogg,0,1
./sample_audio/real_real_484.ogg,0,1
./sample_audio/real_real_485.ogg,0,1
./sample_audio/real_real_486.ogg,0,1
./sample_audio/real_real_487.ogg,0,1
./sample_audio/real_real_488.ogg,0,1
./sample_audio/real_real_489.ogg,0,1
./sample_audio/real_real_490.ogg,0,1
./sample_audio/real_real_491.ogg,0,1
./sample_audio/real_real_492.ogg,0,1
./sample_audio/real_real_493.ogg,0,1
./sample_audio/real_real_494.ogg,0,1
./sample_audio/real_real_495.ogg,0,1
./sample_audio/real_real_496.ogg,0,1
./sample_audio/real_real_497.ogg,0,1
./sample_audio/real_real_498.ogg,0,1
./sample_audio/real_real_499.ogg,0,1
./sample_audio/real_real_500.ogg,0,1
./sample_audio/real_real_501.ogg,0,1
./sample_audio/real_real_502.ogg,0,1
./sample_audio/real_real_503.ogg,0,1
./sample_audio/real_real_504.ogg,0,1
./sample_audio/real_real_505.ogg,0,1
./sample_audio/real_real_506.ogg,0,1
./sample_audio/real_real_507.ogg,0,1
./sample_audio/real_real_508.ogg,0,1
./sample_audio/real_real_509.ogg,0,1
./sample_audio/real_real_510.ogg,0,1
./sample_audio/real_real_511.ogg,0,1
./sample_audio/real_real_512.ogg,0,1
./sample_audio/real_real_513.ogg,0,1
./sample_audio/real_real_514.ogg,0,1
./sample_audio/real_real_515.ogg,0,1
./sample_audio/real_real_516.ogg,0,1
./sample_audio/real_real_517.ogg,0,1
./sample_audio/real_real_518.ogg,0,1
./sample_audio/real_real_519.ogg,0,1
./sample_audio/real_real_520.ogg,0,1
./sample_audio/real_real_521.ogg,0,1
./sample_audio/real_real_522.ogg,0,1
./sample_audio/real_real_523.ogg,0,1
./sample_audio/real_real_524.ogg,0,1
./sample_audio/real_real_525.ogg,0,1
./sample_audio/real_real_526.ogg,0,1
./sample_audio/real_real_527.ogg,0,1
./sample_audio/real_real_528.ogg,0,1
./sample_audio/real_real_529.ogg,0,1
./sample_audio/real_real_530.ogg,0,1
./sample_audio/real_real_531.ogg,0,1
./sample_audio/real_real_532.ogg,0,1
./sample_audio/real_real_533.ogg,0,1
./sample_audio/real_real_534.ogg,0,1
./sample_audio/real_real_535.ogg,0,1
./sample_audio/real_real_536.ogg,0,1
./sample_audio/real_real_537.ogg,0,1
./sample_audio/real_real_538.ogg,0,1
./sample_audio/real_real_539.ogg,0,1
./sample_audio/real_real_540.ogg,0,1
./sample_audio/real_real_541.ogg,0,1
./sample_audio/real_real_542.ogg,0,1
./sample_audio/real_real_543.ogg,0,1
./sample_audio/real_real_544.ogg,0,1
./sample_audio/real_real_545.ogg,0,1
./sample_audio/real_real_546.ogg,0,1
./sample_audio/real_real_547.ogg,0,1
./sample_audio/real_real_548.ogg,0,1
./sample_audio/real_real_549.ogg,0,1
./sample_audio/real_real_550.ogg,0,1
./sample_audio/real_real_551.ogg,0,1
./sample_audio/real_real_552.ogg,0,1
./sample_audio/real_real_553.ogg,0,1
./sample_audio/real_real_554.ogg,0,1
./sample_audio/real_real_555.ogg,0,1
./sample_audio/real_real_556.ogg,0,1
./sample_audio/real_real_557.ogg,0,1
./sample_audio/real_real_558.ogg,0,1
./sample_audio/real_real_559.ogg,0,1
./sample_audio/real_real_560.ogg,0,1
./sample_audio/real_real_561.ogg,0,1
./sample_audio/real_real_562.ogg,0,1
./sample_audio/real_real_563.ogg,0,1
./sample_audio/real_real_564.ogg,0,1
./sample_audio/real_real_565.ogg,0,1
./sample_audio/real_real_566.ogg,0,1
./sample_audio/real_real_567.ogg,0,1
./sample_audio/real_real_568.ogg,0,1
./sample_audio/real_real_569.ogg,0,1
./sample_audio/real_real_570.ogg,0,1
./sample_audio/real_real_571.ogg,0,1
./sample_audio/real_real_572.ogg,0,1
./sample_audio/real_real_573.ogg,0,1
./sample_audio/real_real_574.ogg,0,1
./sample_audio/real_real_575.ogg,0,1
./sample_audio/real_real_576.ogg,0,1
./sample_audio/real_real_577.ogg,0,1
./sample_audio/real_real_578.ogg,0,1
./sample_audio/real_real_579.ogg,0,1
./sample_audio/real_real_580.ogg,0,1
./sample_audio/real_real_581.ogg,0,1
./sample_audio/real_real_582.ogg,0,1
./sample_audio/real_real_583.ogg,0,1
./sample_audio/real_real_584.ogg,0,1
./sample_audio/real_real_585.ogg,0,1
./sample_audio/real_real_586.ogg,0,1
./sample_audio/real_real_587.ogg,0,1
./sample_audio/real_real_588.ogg,0,1
./sample_audio/real_real_589.ogg,0,1
./sample_audio/real_real_590.ogg,0,1
./sample_audio/real_real_591.ogg,0,1
./sample_audio/real_real_592.ogg,0,1
./sample_audio/real_real_593.ogg,0,1
./sample_audio/real_real_594.ogg,0,1
./sample_audio/real_real_595.ogg,0,1
./sample_audio/real_real_596.ogg,0,1
./sample_audio/real_real_597.ogg,0,1
./sample_audio/real_real_598.ogg,0,1
./sample_audio/real_real_599.ogg,0,1
./sample_audio/real_real_600.ogg,0,1
./sample_audio/real_real_601.ogg,0,1
./sample_audio/real_real_602.ogg,0,1
./sample_audio/real_real_603.ogg,0,1
./sample_audio/real_real_604.ogg,0,1
./sample_audio/real_real_605.ogg,0,1
./sample_audio/real_real_606.ogg,0,1
./sample_audio/real_real_607.ogg,0,1
./sample_audio/real_real_608.ogg,0,1
./sample_audio/real_real_609.ogg,0,1
./sample_audio/real_real_610.ogg,0,1
./sample_audio/real_real_611.ogg,0,1
./sample_audio/real_real_612.ogg,0,1
./sample_audio/real_real_613.ogg,0,1
./sample_audio/real_real_614.ogg,0,1
./sample_audio/real_real_615.ogg,0,1
./sample_audio/real_real_616.ogg,0,1
./sample_audio/real_real_617.ogg,0,1
./sample_audio/real_real_618.ogg,0,1
./sample_audio/real_real_619.ogg,0,1
./sample_audio/real_real_620.ogg,0,1
./sample_audio/real_real_621.ogg,0,1
./sample_audio/real_real_622.ogg,0,1
./sample_audio/real_real_623.ogg,0,1
./sample_audio/real_real_624.ogg,0,1
./sample_audio/real_real_625.ogg,0,1
./sample_audio/real_real_626.ogg,0,1
./sample_audio/real_real_627.ogg,0,1
./sample_audio/real_real_628.ogg,0,1
./sample_audio/real_real_629.ogg,0,1
./sample_audio/real_real_630.ogg,0,1
./sample_audio/real_real_631.ogg,0,1
./sample_audio/real_real_632.ogg,0,1
./sample_audio/real_real_633.ogg,0,1
./sample_audio/real_real_634.ogg,0,1
./sample_audio/real_real_635.ogg,0,1
./sample_audio/real_real_636.ogg,0,1
./sample_audio/real_real_637.ogg,0,1
./sample_audio/real_real_638.ogg,0,1
./sample_audio/real_real_639.ogg,0,1
./sample_audio/real_real_640.ogg,0,1
./sample_audio/real_real_641.ogg,0,1
./sample_audio/real_real_642.ogg,0,1
./sample_audio/real_real_643.ogg,0,1
./sample_audio/real_real_644.ogg,0,1
./sample_audio/real_real_645.ogg,0,1
./sample_audio/real_real_646.ogg,0,1
./sample_audio/real_real_647.ogg,0,1
./sample_audio/real_real_648.ogg,0,1
./sample_audio/real_real_649.ogg,0,1
./sample_audio/real_real_650.ogg,0,1
./sample_audio/real_real_651.ogg,0,1
./sample_audio/real_real_652.ogg,0,1
./sample_audio/real_real_653.ogg,0,1
./sample_audio/real_real_654.ogg,0,1
./sample_audio/real_real_655.ogg,0,1
./sample_audio/real_real_656.ogg,0,1
./sample_audio/real_real_657.ogg,0,1
./sample_audio/real_real_658.ogg,0,1
./sample_audio/real_real_659.ogg,0,1
./sample_audio/real_real_660.ogg,0,1
./sample_audio/real_real_661.ogg,0,1
./sample_audio/real_real_662.ogg,0,1
./sample_audio/real_real_663.ogg,0,1
./sample_audio/real_real_664.ogg,0,1
./sample_audio/real_real_665.ogg,0,1
